period,year,month,wheat_hrw_usd_t,wheat_srw_usd_t,barley_usd_t,maize_usd_t,rapeseed_oil_usd_t,sunflower_oil_usd_t,soybean_oil_usd_t,palm_oil_usd_t,dap_fertilizer_usd_t,urea_fertilizer_usd_t,source
2011M06,2011,6,326.42992919659,282.1913856,210.06429381464,310.61352,1401.82,1699.32,1319.38,1192.38,575.875,478.75,WorldBank_PinkSheet
2011M07,2011,7,303.88392977625,266.3916075,215.53213093132,300.77152,1392.95,1672.38,1337.36,1183.45,597.625,483.75,WorldBank_PinkSheet
2011M08,2011,8,327.06658952609,277.61839623587,206.09369421563,310.21984,1350.5,1671.3,1328.39,1205.48,597.4,475.5,WorldBank_PinkSheet
2011M09,2011,9,315.91622907614,267.4939176,209.57357284058,295.26,1309.99,1591.59,1307.85,1137.25,587.875,508.75,WorldBank_PinkSheet
2011M10,2011,10,289.01083578214,253.531323,208.84605202522,274.78864,1270.51,1483.81,1223.1,1044.75,571.4,493.5,WorldBank_PinkSheet
2011M11,2011,11,281.0064022425,253.1638863,211.4554712768,274.39496,1273.54,1502.5,1213.96,1113.38,563.5,481.25,WorldBank_PinkSheet
2011M12,2011,12,269.0300071375,244.7128422,212.27336667709,258.64776,1244.66,1439.77,1203.28,1121.5,488.75,423.125,WorldBank_PinkSheet
2012M01,2012,1,274.89317414625,253.8987597,210.55817656619,272.844845,1252.78,1451.82,1216.28,1123.5,451.4,368.0,WorldBank_PinkSheet
2012M02,2012,2,277.7729592825,263.0846772,213.40087266162,279.458669,1287.68,1485.0,1249.12,1146.25,435.5,375.0,WorldBank_PinkSheet
2012M03,2012,3,283.87825408636,259.7777469,222.78858648901,280.69384,1289.12,1500.68,1285.38,1195.34,442.875,393.125,WorldBank_PinkSheet
2012M04,2012,4,266.32392179211,254.6336331,237.17206304446,274.00128,1303.59,1551.9,1308.89,1233.61,478.0,494.375,WorldBank_PinkSheet
2012M05,2012,5,264.35872401848,251.3267028,239.45847566667,269.27712,1234.88,1522.17,1220.55,1125.0,490.5,513.125,WorldBank_PinkSheet
2012M06,2012,6,276.1899195,249.4895193,236.75781616667,267.30872,1183.37,1430.48,1181.93,1027.74,501.625,456.875,WorldBank_PinkSheet
2012M07,2012,7,345.68794675714,322.9768593,253.379732375,333.05328,1214.67,1472.27,1239.49,1052.84,436.875,307.5,WorldBank_PinkSheet
2012M08,2012,8,349.40035068261,333.73237052935,265.69345366667,331.99205565217,1230.73,1525.43,1250.27,1022.38,504.5,382.5,WorldBank_PinkSheet
2012M09,2012,9,353.42092377237,343.5533145,256.23655245833,320.8492,1268.69,1572.25,1280.95,1001.38,527.375,384.375,WorldBank_PinkSheet
2012M10,2012,10,358.195666995,340.2463842,252.911250625,321.24288,1214.2,1302.61,1177.95,886.0,533.5,349.0,WorldBank_PinkSheet
2012M11,2012,11,360.8228394,346.4928081,252.06614629167,321.63656,1184.61,1285.23,1137.78,863.18,487.875,383.5,WorldBank_PinkSheet
2012M12,2012,12,347.9625549,325.1814795,242.94453104167,308.64512,1188.18,1271.9,1158.64,843.55,472.83333333333,375.83333333333,WorldBank_PinkSheet
2013M01,2013,1,335.4697071,309.0142647,233.32228333333,303.1336,1210.92,1298.48,1192.35,884.52,462.25,380.0,WorldBank_PinkSheet
2013M02,2013,2,318.9350556,297.9911637,236.99665,302.73992,1216.99,1285.75,1173.48,919.58,464.5,415.625,WorldBank_PinkSheet
2013M03,2013,3,309.7491381,285.8657526,239.752425,309.0388,1161.66,1249.76,1117.43,891.5,467.625,395.625,WorldBank_PinkSheet
2013M04,2013,4,308.2793913,278.1495819,229.64791666667,279.90648,1131.82,1221.14,1094.52,874.17,461.125,365.625,WorldBank_PinkSheet
2013M05,2013,5,319.669929,279.251892,231.4851,295.5375444,1116.66,1227.73,1073.2,879.47,421.25,358.125,WorldBank_PinkSheet
2013M06,2013,6,313.4235051,268.228791,229.64791666667,298.40944,1147.34,1245.25,1037.75,876.88,424.125,329.375,WorldBank_PinkSheet
2013M07,2013,7,304.6050243,260.880057,214.03185833333,279.5128,1008.78,1210.87,990.31,827.09,409.625,312.5,WorldBank_PinkSheet
2013M08,2013,8,305.3398977,252.4290129,185.09622083333,238.73560454546,993.85,1111.67,994.65,819.29,400.375,310.625,WorldBank_PinkSheet
2013M09,2013,9,307.50777423,259.796118735,159.83495,207.405387,983.52,1005.71,1019.72,826.25,374.8,301.0,WorldBank_PinkSheet
2013M10,2013,10,325.6867049625,287.71963776818,155.7012875,201.72521090909,1010.85,1008.48,990.96,859.66,370.0,296.875,WorldBank_PinkSheet
2013M11,2013,11,306.75162817895,274.42686796579,158.91635833333,199.13474,1021.7,1004.05,989.83,904.05,334.375,305.0,WorldBank_PinkSheet
2013M12,2013,12,291.55664720357,267.04840060125,161.67213333333,197.391152,1007.11,996.0,990.52,886.25,341.625,305.0,WorldBank_PinkSheet
2014M01,2014,1,275.577525,246.546351333,167.64297916667,198.0643448,948.01,951.82,942.1,862.63,403.375,330.0,WorldBank_PinkSheet
2014M02,2014,2,292.1121765,258.671762433,169.93945833333,209.3235928,971.77,953.0,970.96,904.34,450.125,353.125,WorldBank_PinkSheet
2014M03,2014,3,323.7117327,286.916621562,177.7474875,222.33078,1009.95,984.76,996.67,953.81,486.5,327.5,WorldBank_PinkSheet
2014M04,2014,4,324.8140428,277.091364204,181.42185416667,222.3583376,1011.42,952.25,1001.69,926.63,409.0,260.0,WorldBank_PinkSheet
2014M05,2014,5,334.7348337,277.212618315,181.88115,217.2956128,954.94,951.5,961.81,898.42,413.5625,265.0,WorldBank_PinkSheet
2014M06,2014,6,306.4422078,236.647606635,160.29424583333,202.3948248,948.33,942.38,925.82,861.88,421.375,288.75,WorldBank_PinkSheet
2014M07,2014,7,280.3542021,218.308840938,138.70734166667,182.726572,892.08,908.04,897.43,853.69,440.625,305.0,WorldBank_PinkSheet
2014M08,2014,8,263.4521139,220.362812091,118.498325,176.4237552,851.75,853.75,861.77,778.69,446.5,311.25,WorldBank_PinkSheet
2014M09,2014,9,243.6105321,202.832407134,105.63804166667,163.0583192,836.46,834.09,839.82,760.75,438.1,317.5,WorldBank_PinkSheet
2014M10,2014,10,245.4477156,220.142350071,112.06818333333,163.121308,859.11,888.26,833.03,764.4,418.75,317.5,WorldBank_PinkSheet
2014M11,2014,11,258.6754368,236.026638612,113.90536666667,178.7425304,841.33,922.75,825.98,764.75,408.75,317.5,WorldBank_PinkSheet
2014M12,2014,12,269.6985378,261.780276915,123.09128333333,178.7346568,814.81,900.95,814.55,719.64,418.375,308.125,WorldBank_PinkSheet
2015M01,2015,1,248.3872092,231.470423532,128.1435375,174.7073104,777.72,870.71,796.58,719.64,440.25,305.0,WorldBank_PinkSheet
2015M02,2015,2,236.9966715,219.848400711,125.3877625,173.6955528,762.51,825.0,762.61,723.04,444.125,305.0,WorldBank_PinkSheet
2015M03,2015,3,230.7502476,218.797531749,126.30635416667,174.2270208,751.16,804.55,749.93,698.86,428.8,295.5,WorldBank_PinkSheet
2015M04,2015,4,223.4015136,209.699799057,129.06212916667,172.0539072,747.72,833.5,747.74,682.75,409.0,260.0,WorldBank_PinkSheet
2015M05,2015,5,215.3179062,200.771087247,126.76565,166.2943688,769.95,916.05,785.13,697.35,413.5625,265.0,WorldBank_PinkSheet
2015M06,2015,6,209.8063557,204.989260563,118.95762083333,166.7195432,841.79,927.95,788.21,705.91,421.375,288.75,WorldBank_PinkSheet
2015M07,2015,7,197.3135079,207.377599113,124.009875,179.596816,809.98,917.39,752.32,680.0,431.5,283.75,WorldBank_PinkSheet
2015M08,2015,8,179.6765463,187.866710343,110.69029583333,162.5937768,753.56,894.75,728.33,601.38,434.625,274.625,WorldBank_PinkSheet
2015M09,2015,9,172.695249,193.973508297,109.77170416667,165.621176,771.69,896.82,720.4,599.5,428.0,279.375,WorldBank_PinkSheet
2015M10,2015,10,172.709946468,206.337753252,118.03902916667,171.388588,809.13,961.59,743.3,636.67,423.75,250.625,WorldBank_PinkSheet
2015M11,2015,11,177.1044894,203.405608386,119.41691666667,166.1565808,799.62,915.24,727.34,608.21,383.875,263.625,WorldBank_PinkSheet
2015M12,2015,12,189.2299005,191.982001383,119.41691666667,163.948036,820.94,898.18,765.7,607.38,340.625,264.0,WorldBank_PinkSheet
2016M01,2016,1,193.2717042,191.72847006,118.498325,161.0269304,781.35,885.35,736.03,611.63,327.125,233.875,WorldBank_PinkSheet
2016M02,2016,2,187.0252803,188.432562861,114.82395833333,159.676608,779.88,898.19,767.24,679.17,326.0,191.875,WorldBank_PinkSheet
2016M03,2016,3,191.067084,189.689196375,112.986775,159.1372664,766.26,859.19,765.61,715.95,338.125,201.75,WorldBank_PinkSheet
2016M04,2016,4,187.392717,192.760967187,112.52747916667,164.4125784,808.51,875.95,794.13,775.0,330.5,196.25,WorldBank_PinkSheet
2016M05,2016,5,171.9603756,189.850868523,112.06818333333,168.9556456,805.59,881.0,795.64,753.42,313.5,198.375,WorldBank_PinkSheet
2016M06,2016,6,173.0626857,187.014257199,108.39381666667,179.872392,793.48,860.23,799.91,718.18,306.625,142.625,WorldBank_PinkSheet
2016M07,2016,7,151.7513571,166.514963706,107.01592916667,161.7591752,767.83,832.86,796.67,678.16,305.2,181.0,WorldBank_PinkSheet
2016M08,2016,8,149.1793002,159.280135083,95.53353333333,150.1534888,817.52,830.35,824.42,771.02,318.0625,186.25,WorldBank_PinkSheet
2016M09,2016,9,150.649047,157.560531327,89.5626875,148.4252336,849.65,865.73,837.21,797.85,320.0,187.3,WorldBank_PinkSheet
2016M10,2016,10,151.7513571,164.369133378,91.85916666667,152.2596768,914.14,873.0,861.26,749.75,310.0,187.5,WorldBank_PinkSheet
2016M11,2016,11,150.649047,167.275557675,91.85916666667,151.803008,918.26,873.0,885.11,766.93,298.0,205.0,WorldBank_PinkSheet
2016M12,2016,12,141.8305662,161.168759721,91.85916666667,152.4486432,930.43,873.0,916.7,811.38,296.625,217.75,WorldBank_PinkSheet
2017M01,2017,1,153.2211039,173.606492016,91.85916666667,159.9876152,890.82,873.0,876.85,825.0,308.0,233.75,WorldBank_PinkSheet
2017M02,2017,2,155.0582874,181.002992787,91.85916666667,162.8575424,874.38,873.0,839.6,808.61,326.0,191.875,WorldBank_PinkSheet
2017M03,2017,3,154.323414,176.538636882,93.69635,158.9640472,847.32,835.17,814.94,778.7,325.625,223.5,WorldBank_PinkSheet
2017M04,2017,4,166.0813884,172.191860721,94.15564583333,156.4405584,839.33,797.67,794.04,752.06,313.125,207.875,WorldBank_PinkSheet
2017M05,2017,5,180.4114197,174.97335654,94.15564583333,158.5900512,842.05,795.0,825.06,762.75,309.25,178.75,WorldBank_PinkSheet
2017M06,2017,6,189.5973372,183.361936401,94.15564583333,157.9326056,847.47,794.36,832.95,735.14,310.3,191.0,WorldBank_PinkSheet
2017M07,2017,7,202.4576217,201.770515071,94.15564583333,157.511368,905.99,793.0,835.6,720.48,313.75,181.0,WorldBank_PinkSheet
2017M08,2017,8,171.2255022,172.684225899,96.452125,148.496096,875.36,815.74,861.72,717.95,320.75,192.625,WorldBank_PinkSheet
2017M09,2017,9,178.5742362,176.898724848,96.452125,147.2914352,872.87,822.24,889.44,754.25,325.9,219.0,WorldBank_PinkSheet
2017M10,2017,10,175.6347426,177.005281491,96.452125,148.6220736,897.25,804.82,880.6,746.79,322.375,252.5,WorldBank_PinkSheet
2017M11,2017,11,179.6765463,175.664137536,108.39381666667,148.7047464,962.98,809.86,886.77,728.86,344.0,280.0,WorldBank_PinkSheet
2017M12,2017,12,184.0857867,172.493158815,119.8762125,148.9803224,901.97,800.76,867.19,679.17,357.25,214.625,WorldBank_PinkSheet
2018M01,2018,1,192.1693941,178.342751079,121.71339583333,155.838228,848.38,799.04,870.5,703.45,360.375,219.625,WorldBank_PinkSheet
2018M02,2018,2,192.1693941,190.560021354,129.06212916667,163.357516,827.48,806.0,843.56,709.44,370.0,232.5,WorldBank_PinkSheet
2018M03,2018,3,192.1693941,198.860416407,130.8993125,171.998792,800.24,800.91,836.68,706.19,378.0,232.5,WorldBank_PinkSheet
2018M04,2018,4,213.8481594,198.794277801,130.8993125,175.6049008,793.31,799.33,831.85,701.18,384.75,230.625,WorldBank_PinkSheet
2018M05,2018,5,213.8481594,209.949656013,130.8993125,179.085032,811.49,801.32,793.25,687.15,384.375,221.875,WorldBank_PinkSheet
2018M06,2018,6,219.3597099,206.003385855,130.8993125,165.070024,838.02,775.0,788.57,656.5,391.6,224.0,WorldBank_PinkSheet
2018M07,2018,7,218.2573998,206.933000706,130.8993125,156.4602424,848.61,780.05,780.45,616.14,400.75,252.5,WorldBank_PinkSheet
2018M08,2018,8,236.6292348,217.438015959,127.68424166667,162.373316,853.67,763.23,761.82,614.75,409.0,260.0,WorldBank_PinkSheet
2018M09,2018,9,212.3784126,202.049766963,119.41691666667,154.8028496,821.47,733.95,754.05,605.15,421.63,267.5,WorldBank_PinkSheet
2018M10,2018,10,213.4807227,209.104551603,119.41691666667,160.2553176,850.29,718.04,751.58,589.8,420.75,270.0,WorldBank_PinkSheet
2018M11,2018,11,203.5599318,210.846201561,119.41691666667,160.6883656,840.39,706.09,729.22,539.1,410.2,305.6,WorldBank_PinkSheet
2018M12,2018,12,211.2761025,217.809127026,119.41691666667,167.4399776,827.02,703.0,727.88,535.02,389.67,276.67,WorldBank_PinkSheet
2019M01,2019,1,209.8063557,220.157047539,119.41691666667,166.743164,859.73,688.13,747.79,584.58,382.13,260.0,WorldBank_PinkSheet
2019M02,2019,2,218.9922732,217.246948875,119.41691666667,169.5225448,829.7,700.0,772.82,602.97,357.38,250.63,WorldBank_PinkSheet
2019M03,2019,3,205.764552,200.388953079,119.41691666667,166.2235064,808.68,711.71,750.33,573.02,335.03,247.5,WorldBank_PinkSheet
2019M04,2019,4,199.5181281,197.331879735,136.4108625,161.487536,805.96,713.0,733.77,588.45,323.75,247.5,WorldBank_PinkSheet
2019M05,2019,5,199.5181281,200.322814473,149.27114583333,171.0815176,815.84,721.57,742.53,564.4,313.4,247.5,WorldBank_PinkSheet
2019M06,2019,6,206.1319887,222.40943451,149.27114583333,195.0802504,840.01,725.0,742.89,552.19,314.88,247.5,WorldBank_PinkSheet
2019M07,2019,7,196.2111978,203.960437803,149.27114583333,189.419132,845.27,753.83,748.17,543.88,307.5,263.5,WorldBank_PinkSheet
2019M08,2019,8,181.1462931,197.522946819,135.032975,163.5858504,877.48,776.0,793.21,586.12,292.9,262.5,WorldBank_PinkSheet
2019M09,2019,9,189.5973372,201.90646665,114.82395833333,157.2594128,903.07,776.0,779.25,580.3,285.75,237.75,WorldBank_PinkSheet
2019M10,2019,10,199.5181281,212.848731576,114.82395833333,167.1486544,908.67,776.0,770.8,591.35,277.38,237.0,WorldBank_PinkSheet
2019M11,2019,11,203.1924951,223.537465179,114.82395833333,166.3337368,891.17,776.0,770.2,685.41,248.0,224.5,WorldBank_PinkSheet
2019M12,2019,12,210.9086658,237.676429395,114.82395833333,166.9557512,900.66,776.0,833.52,763.73,238.16,217.5,WorldBank_PinkSheet
2020M01,2020,1,224.5038237,247.994051931,114.82395833333,171.7862048,945.39,806.91,875.64,810.07,264.9,215.4,WorldBank_PinkSheet
2020M02,2020,2,215.3179062,238.977155313,114.82395833333,168.711564,902.34,823.0,800.41,728.81,279.38,214.38,WorldBank_PinkSheet
2020M03,2020,3,209.0714823,228.123075195,114.82395833333,162.4205576,796.67,730.0,747.8,636.25,276.22,231.13,WorldBank_PinkSheet
2020M04,2020,4,218.9922732,221.685584211,114.82395833333,146.9095656,758.96,732.1,679.98,608.88,282.0,235.0,WorldBank_PinkSheet
2020M05,2020,5,205.764552,209.927609811,80.37677083333,143.9057872,799.83,738.26,684.78,576.56,263.0,201.9,WorldBank_PinkSheet
2020M06,2020,6,198.415818,200.495509722,80.37677083333,147.9882488,850.98,788.36,755.71,656.49,273.0,202.0,WorldBank_PinkSheet
2020M07,2020,7,222.13,212.742174933,80.37677083333,152.5549368,890.21,833.17,821.11,694.16,305.1,214.4,WorldBank_PinkSheet
2020M08,2020,8,223.0,208.939205088,80.37677083333,149.342508,921.55,877.14,866.94,760.3,341.88,249.5,WorldBank_PinkSheet
2020M09,2020,9,247.68,219.683054196,,166.0817816,938.14,982.38482384824,905.86,796.22,358.38,250.5,WorldBank_PinkSheet
2020M10,2020,10,272.36,245.197858644,,186.7460448,927.71,981.40243902439,914.77,819.27,357.1,245.0,WorldBank_PinkSheet
2020M11,2020,11,273.0,247.94628516,,190.3757744,1047.78,1109.11246612466,973.88,917.81,359.63,245.0,WorldBank_PinkSheet
2020M12,2020,12,268.55,251.154007551,,198.769032,1097.62584466019,1170.02032520325,1026.1958677686,1016.37389145497,388.5,245.0,WorldBank_PinkSheet
2021M01,2021,1,289.3,276.448349979,,234.4679501472,1141.24,1276.11788617886,1098.67,990.27,421.3,265.0,WorldBank_PinkSheet
2021M02,2021,2,289.4,276.628393962,,245.2350824,1272.13,1362.56775067751,1123.5,1019.86,528.88,335.0,WorldBank_PinkSheet
2021M03,2021,3,273.13,272.575567161,,245.1720936,1321.88,1611.11111111111,1284.81,1030.48,534.13,352.88,WorldBank_PinkSheet
2021M04,2021,4,280.95,281.379350493,,268.233868,1312.33,1572.79810298103,1386.35,1078.05,543.4,328.1,WorldBank_PinkSheet
2021M05,2021,5,297.25,270.98456625,,305.3106504,1531.38,1584.58672086721,1574.67,1136.46,574.63,331.63,WorldBank_PinkSheet
2021M06,2021,6,285.55,263.477834469,,292.5593552,1527.59,1296.74796747967,1518.16,1004.42,604.75,393.25,WorldBank_PinkSheet
2021M07,2021,7,294.27,254.67037677,,278.4341168,1410.08,1282.01219512195,1468.34,1062.99,613.0,441.5,WorldBank_PinkSheet
2021M08,2021,8,324.52,276.183795555,,256.6124344,1519.19,1355.69105691057,1433.94,1141.82,603.13,446.88,WorldBank_PinkSheet
2021M09,2021,9,337.55,263.59908858,,235.61748,1629.14,1309.5189701897,1398.75,1181.38,643.75,418.75,WorldBank_PinkSheet
2021M10,2021,10,354.67,,,239.6487632,1795.17,1420.52845528455,1483.52,1310.25,672.9,695.0,WorldBank_PinkSheet
2021M11,2021,11,379.45,334.499674212,,248.7191504,1825.34,1415.61653116531,1442.96,1340.65,726.69,900.5,WorldBank_PinkSheet
2021M12,2021,12,376.81,327.819675006,,264.5372128,1742.5,1361.83096205962,1411.21,1270.29,745.0,890.0,WorldBank_PinkSheet
2022M01,2022,1,374.24,325.159433298,,276.6231888,1865.36,1411.73,1469.56,1344.79,699.38,846.38,WorldBank_PinkSheet
2022M02,2022,2,390.5,339.346164285,,292.622344,1744.2,1499.12,1595.74,1522.36,747.13,744.17,WorldBank_PinkSheet
2022M03,2022,3,486.3,446.65605252,,335.5295272,2162.3,2361.13,1956.88,1776.96,938.13,872.5,WorldBank_PinkSheet
2022M04,2022,4,495.28,427.306835898,,348.1666552,2266.17,2275.76,1947.51,1682.74,954.0,925.0,WorldBank_PinkSheet
2022M05,2022,5,522.29,438.381378036,,344.8400592,2218.45,2079.3,1962.88,1716.92,842.5,707.5,WorldBank_PinkSheet
2022M06,2022,6,459.59,379.89280413,,335.7145568,2000.53,1884.59,1751.76,1501.1,783.75,690.0,WorldBank_PinkSheet
2022M07,2022,7,382.5,316.686342996,,322.9671984,1737.34,1556.87,1533.4,1056.64,784.0,601.0,WorldBank_PinkSheet
2022M08,2022,8,382.86,,,289.8350896,1638.85,1496.22,1598.78,1025.95,749.38,591.25,WorldBank_PinkSheet
2022M09,2022,9,419.14,,,312.6567192,1402.02,1304.75,1548.32,909.32,752.0,678.0,WorldBank_PinkSheet
2022M10,2022,10,437.95,,,343.5566624,1408.01,1359.15,1575.9,888.99,725.0,636.25,WorldBank_PinkSheet
2022M11,2022,11,422.68,,,320.9200624,1377.58,1347.28,1651.6,945.74,665.63,588.75,WorldBank_PinkSheet
2022M12,2022,12,386.33,,,302.24782,1259.95,1233.8,1409.24,940.39,625.0,519.38,WorldBank_PinkSheet
2023M01,2023,1,380.36,,,302.7753512,1223.58,1218.34,1351.77,941.97,631.0,443.75,WorldBank_PinkSheet
2023M02,2023,2,394.75,311.88027096,,298.1771688,1188.57,1158.6,1243.01,949.98,612.5,357.5,WorldBank_PinkSheet
2023M03,2023,3,369.86,284.682606426,,282.4890208,1053.74,1075.05,1113.19,972.06,606.0,313.5,WorldBank_PinkSheet
2023M04,2023,4,378.18,277.164851544,,291.1145496,1026.14,1034.83,1029.97,1005.24,637.0,313.38,WorldBank_PinkSheet
2023M05,2023,5,367.74,260.508945933,,268.135448,967.27,961.79,988.32,934.06,510.0,329.25,WorldBank_PinkSheet
2023M06,2023,6,345.5,256.999925448,,266.8677984,990.58,910.95,1007.12,816.97,454.55,287.5,WorldBank_PinkSheet
2023M07,2023,7,345.5,249.853281633,,242.3848392,1107.99,1038.8,1135.74,878.5,458.75,334.63,WorldBank_PinkSheet
2023M08,2023,8,315.82,230.805363105,,207.607148,1066.77,989.42,1126.53,860.82,528.75,385.63,WorldBank_PinkSheet
2023M09,2023,9,314.68,230.551831782,,223.80708,1047.44,894.81,1111.63,829.6,527.9,380.0,WorldBank_PinkSheet
2023M10,2023,10,298.1,236.647606635,,230.69648,1060.31,910.17,1133.87,804.26,534.75,411.38,WorldBank_PinkSheet
2023M11,2023,11,283.55,241.031126466,,211.2604984,1039.32,943.6,1118.39,830.47,535.63,385.5,WorldBank_PinkSheet
2023M12,2023,12,291.12,255.034139103,,206.54803944445,1009.98,944.03,1062.48,813.51,563.75,354.0,WorldBank_PinkSheet
2024M01,2024,1,283.91,247.861774719,,198.62480884615,972.06,943.36,971.46,844.9,596.25,335.38,WorldBank_PinkSheet
2024M02,2024,2,278.5,246.160542798,,189.128793,962.71,925.08,911.9,856.93,583.81,351.25,WorldBank_PinkSheet
2024M03,2024,3,274.83,228.490511895,,190.56700446,1029.01,950.93,964.95,942.92,617.5,330.0,WorldBank_PinkSheet
2024M04,2024,4,272.3,227.810754,,191.65107888889,1058.58,971.27,958.56,935.69,545.0,320.0,WorldBank_PinkSheet
2024M05,2024,5,289.42,253.1638863,,197.79344375,1104.11,1005.73,988.0,859.15,522.0,284.8,WorldBank_PinkSheet
2024M06,2024,6,265.55,230.606947287,,192.506708,1099.12,1043.05,1010.68,873.67,543.0,336.25,WorldBank_PinkSheet
2024M07,2024,7,260.26,218.837949786,,177.42921392,1118.33,1068.51,1079.02,896.09,539.4,342.5,WorldBank_PinkSheet
2024M08,2024,8,250.85,205.768226367,,170.32475727273,1080.09,1048.56,1031.38,932.63,546.0,342.5,WorldBank_PinkSheet
2024M09,2024,9,269.69,219.205386486,,184.9671542069,1082.78,1068.0,1043.81,982.83,554.75,337.5,WorldBank_PinkSheet
2024M10,2024,10,272.85,233.340676335,,190.33572173913,1142.14,1205.71,1094.89,1077.25,573.44,374.75,WorldBank_PinkSheet
2024M11,2024,11,253.75,229.02329511,,201.33106,1242.91705882353,1267.0,1145.17057,1168.58791,574.5,352.3,WorldBank_PinkSheet
2024M12,2024,12,252.17,230.276254257,,202.59757,1180.82210338681,1222.5,1063.63100601493,1189.73,568.33,352.0,WorldBank_PinkSheet
2025M01,2025,1,254.09,230.577552351,,214.43704863636,1149.12904260327,1207.0,1047.62,1070.31,582.7,380.5,WorldBank_PinkSheet
2025M02,2025,2,264.61,243.507649824,,220.8752,1159.09702139809,1220.0,1068.51,1067.27,603.75,436.5,WorldBank_PinkSheet
2025M03,2025,3,255.37,227.542525209,,207.41312,1193.09038498044,1232.5,1011.43,1067.6,615.13,394.5,WorldBank_PinkSheet
2025M04,2025,4,249.58,219.583846287,,215.00062956522,1256.47650654752,1225.0,1119.53,994.37,635.0,386.88,WorldBank_PinkSheet
2025M05,2025,5,237.0,221.27038074,,203.87293109647,1241.14115455549,1208.0,1163.04675090909,907.58,669.2,392.0,WorldBank_PinkSheet
2025M06,2025,6,240.05,217.305738747,,196.07200262857,1252.26050247117,1196.25,1177.97,935.38894111862,715.38,420.5,WorldBank_PinkSheet
2025M07,2025,7,234.96,210.592670238,,191.9943395451,1202.36964579901,1213.75,1306.6,976.38485453708,736.0,496.0,WorldBank_PinkSheet
2025M08,2025,8,231.14,200.348535042,,185.48677677419,1212.5972714168,1273.75,1244.55,1026.11715444618,795.1,507.7,WorldBank_PinkSheet
2025M09,2025,9,233.76,206.958721275,,197.37534231111,1267.9761223229,1312.09196637998,1159.27,1036.74,780.63,461.13,WorldBank_PinkSheet
2025M10,2025,10,230.78,209.32868799,,198.13039555556,1264.23430807249,1363.0,1132.14834869565,1038.09389563665,754.0,394.4,WorldBank_PinkSheet
2025M11,2025,11,245.85,225.194604696,,202.01642333333,1260.49249382208,1360.0,1128.37,983.4,708.25,409.25,WorldBank_PinkSheet
2025M12,2025,12,242.8,223.173702846,,205.69623777778,1258.91261669412,1343.33,1119.43,980.51,627.5,392.5,WorldBank_PinkSheet
