year,region,crop,district,area_ha,production_ton,yield_kgha,source,price_week_date_from,price_week_date_to,usd_kzt_rate,domestic_usd_per_t,export_usd_per_t,notional_revenue_domestic_usd,notional_revenue_export_usd,export_uplift_usd
2025,Северо-Казахстанская область,Ячмень,Уалихановский район,19266.0,26429.93,1370.0,stat_gov_kz_real,2026-08-31,2026-09-06,456.56,136.89328894340284,190.0,3618080.044243911,5021686.7,1403606.6557560894
2025,Северо-Казахстанская область,Кукуруза,район М.Жумабаева,2337.0,6772.0,2900.0,stat_gov_kz_real,,,,,,,,
2025,Северо-Казахстанская область,Подсолнечник,район М.Жумабаева,6050.0,10540.07,1739.9999999999998,stat_gov_kz_real,,,,,,,,
2025,Северо-Казахстанская область,Пшеница,район М.Жумабаева,267739.4,614990.88,2300.0,stat_gov_kz_real,2026-08-31,2026-09-06,456.56,205.26170867856518,261.0,126234078.85053444,160512619.68,34278540.82946557
2025,Северо-Казахстанская область,Ячмень,район М.Жумабаева,30854.1,72414.39,2350.0,stat_gov_kz_real,2026-08-31,2026-09-06,456.56,136.89328894340284,190.0,9913044.013930261,13758734.1,3845690.0860697385
2025,Северо-Казахстанская область,Подсолнечник,район Шал акына,36611.0,69487.37,1900.0,stat_gov_kz_real,,,,,,,,
2025,Северо-Казахстанская область,Пшеница,район Шал акына,105025.7,207712.83,1980.0,stat_gov_kz_real,2026-08-31,2026-09-06,456.56,205.26170867856518,261.0,42635490.40026033,54213048.629999995,11577558.229739666
2025,Северо-Казахстанская область,Ячмень,район Шал акына,21357.7,46668.62,2190.0,stat_gov_kz_real,2026-08-31,2026-09-06,456.56,136.89328894340284,190.0,6388620.8822498685,8867037.8,2478416.9177501323
2025,Северо-Казахстанская область,Подсолнечник,район им. Г.Мусрепова,34116.0,55109.780000000006,1620.0,stat_gov_kz_real,,,,,,,,
2025,Северо-Казахстанская область,Пшеница,район им. Г.Мусрепова,383129.9,689276.9500000001,1800.0,stat_gov_kz_real,2026-08-31,2026-09-06,456.56,205.26170867856518,261.0,141482164.50974995,179901283.95000002,38419119.44025007
2025,Северо-Казахстанская область,Ячмень,район им. Г.Мусрепова,65210.6,126260.32,1940.0,stat_gov_kz_real,2026-08-31,2026-09-06,456.56,136.89328894340284,190.0,17284190.467846505,23989460.8,6705270.332153495
