year,region,crop,district,area_ha,production_ton,yield_kgha,source
2000,Северо-Казахстанская область,Ячмень,Аккайынский район,35058.0,37782.5,1010.0,stat_gov_kz_real
2001,Северо-Казахстанская область,Ячмень,Аккайынский район,34464.0,51342.5,1500.0,stat_gov_kz_real
2002,Северо-Казахстанская область,Ячмень,Аккайынский район,35556.0,84977.1,2390.0,stat_gov_kz_real
2003,Северо-Казахстанская область,Ячмень,Аккайынский район,41902.0,43447.9,1040.0,stat_gov_kz_real
2004,Северо-Казахстанская область,Ячмень,Аккайынский район,17190.0,13642.160000000002,840.0,stat_gov_kz_real
2005,Северо-Казахстанская область,Ячмень,Аккайынский район,15267.0,19305.49,1280.0,stat_gov_kz_real
2006,Северо-Казахстанская область,Ячмень,Аккайынский район,16294.0,33359.63,2050.0,stat_gov_kz_real
2007,Северо-Казахстанская область,Ячмень,Аккайынский район,14726.0,30837.050000000003,2110.0,stat_gov_kz_real
2008,Северо-Казахстанская область,Ячмень,Аккайынский район,15713.4,21172.0,1350.0,stat_gov_kz_real
2009,Северо-Казахстанская область,Ячмень,Аккайынский район,14013.0,25253.300000000003,1800.0,stat_gov_kz_real
2010,Северо-Казахстанская область,Ячмень,Аккайынский район,12958.0,11744.0,910.0,stat_gov_kz_real
2011,Северо-Казахстанская область,Ячмень,Аккайынский район,12507.0,28019.309999999998,2430.0,stat_gov_kz_real
2012,Северо-Казахстанская область,Ячмень,Аккайынский район,13166.5,19259.8,1460.0,stat_gov_kz_real
2013,Северо-Казахстанская область,Ячмень,Аккайынский район,12776.0,21451.010000000002,1680.0,stat_gov_kz_real
2014,Северо-Казахстанская область,Ячмень,Аккайынский район,15665.0,26832.0,1939.9999999999998,stat_gov_kz_real
2015,Северо-Казахстанская область,Ячмень,Аккайынский район,17051.5,31427.571000000004,1839.9999999999998,stat_gov_kz_real
2016,Северо-Казахстанская область,Ячмень,Аккайынский район,14637.0,30915.350000000002,2110.0,stat_gov_kz_real
2017,Северо-Казахстанская область,Ячмень,Аккайынский район,15433.0,31228.390000000003,2020.0,stat_gov_kz_real
2018,Северо-Казахстанская область,Ячмень,Аккайынский район,25649.0,51570.62,2010.0000000000002,stat_gov_kz_real
2019,Северо-Казахстанская область,Ячмень,Аккайынский район,34929.0,62507.369999999995,1789.9999999999998,stat_gov_kz_real
2020,Северо-Казахстанская область,Ячмень,Аккайынский район,75344.0,44893.16,1510.0,stat_gov_kz_real
2021,Северо-Казахстанская область,Ячмень,Аккайынский район,22312.0,34508.159999999996,1550.0,stat_gov_kz_real
2022,Северо-Казахстанская область,Ячмень,Аккайынский район,24278.5,44008.840000000004,1810.0000000000002,stat_gov_kz_real
2023,Северо-Казахстанская область,Ячмень,Аккайынский район,22109.82,29103.824,1316.33,stat_gov_kz_real
2024,Северо-Казахстанская область,Ячмень,Аккайынский район,39823.6,37409.1,2060.0,stat_gov_kz_real
2025,Северо-Казахстанская область,Ячмень,Аккайынский район,16438.6,43599.9,2650.0,stat_gov_kz_real
2018,Северо-Казахстанская область,Кукуруза,Есильский район,145.0,306.0,,stat_gov_kz_real
2023,Северо-Казахстанская область,Кукуруза,Есильский район,735.0,1387.0,1889.9999999999998,stat_gov_kz_real
2024,Северо-Казахстанская область,Кукуруза,Есильский район,674.0,1995.1000000000001,2960.0,stat_gov_kz_real
2025,Северо-Казахстанская область,Кукуруза,Есильский район,40.0,65.7,1639.9999999999998,stat_gov_kz_real
1990,Северо-Казахстанская область,Подсолнечник,Есильский район,41.0,20.400000000000002,,stat_gov_kz_real
1991,Северо-Казахстанская область,Подсолнечник,Есильский район,606.0,160.0,610.0,stat_gov_kz_real
1992,Северо-Казахстанская область,Подсолнечник,Есильский район,1713.0,439.40000000000003,310.0,stat_gov_kz_real
1993,Северо-Казахстанская область,Подсолнечник,Есильский район,811.0,84.60000000000001,290.0,stat_gov_kz_real
1994,Северо-Казахстанская область,Подсолнечник,Есильский район,451.0,46.400000000000006,140.0,stat_gov_kz_real
1995,Северо-Казахстанская область,Подсолнечник,Есильский район,254.0,6.7,130.0,stat_gov_kz_real
1996,Северо-Казахстанская область,Подсолнечник,Есильский район,301.0,39.400000000000006,50.0,stat_gov_kz_real
1997,Северо-Казахстанская область,Подсолнечник,Есильский район,1.0,0.30000000000000004,210.0,stat_gov_kz_real
1998,Северо-Казахстанская область,Подсолнечник,Есильский район,260.0,4.0,300.0,stat_gov_kz_real
1999,Северо-Казахстанская область,Подсолнечник,Есильский район,545.0,225.70000000000002,414.1284403669725,stat_gov_kz_real
2000,Северо-Казахстанская область,Подсолнечник,Есильский район,468.0,213.8,456.8376068376068,stat_gov_kz_real
